kanji,count,strokes,translation,kun_readings,on_readings,radical_basis,radical_meaning,kun_romaji,on_romaji
園,7,13,"park, garden, yard, farm",その,エン,囗,enclosure,sono,en
邦,1,7,"home country, country, Japan",くに,ホウ,town,town,kuni,hou
朗,4,10,"melodious, clear, bright, serene, cheerful","ほが.らか, あき.らか",ロウ,月,moon,"hoga.raka, aki.raka",rou
浪,1,10,"wandering, waves, billows, reckless, unrestrained",None,ロウ,水,water,None,rou
露,3,21,"dew, tears, expose, Russia",つゆ,"ロ, ロウ",雨,rain,tsuyu,"ro, rou"
煩,1,13,"anxiety, trouble, worry, pain, ill, annoy, nuisance, irksome","わずら.う, わずら.わす, うるさ.がる, うるさ.い","ハン, ボン",火,fire,"wazura.u, wazura.wasu, urusa.garu, urusa.i","han, bon"
渡,5,12,"transit, ford, ferry, cross, import, deliver, diameter, migrate","わた.る, -わた.る, わた.す",ト,水,water,"wata.ru, -wata.ru, wata.su",to
詫,2,13,apologize,"わび, わび.しい, かこつ, わ.びる, わび.る",タ,言,speech,"wabi, wabi.shii, kakotsu, wa.biru, wabi.ru",ta
藁,1,17,straw,わら,コウ,艸,grass,wara,kou
割,12,12,"proportion, comparatively, divide, cut, separate, split","わ.る, わり, わ.り, わ.れる, さ.く",カツ,刀,knife,"wa.ru, wari, wa.ri, wa.reru, sa.ku",katsu
捗,1,10,make progress,はかど.る,"チョク, ホ",手,hand,hakado.ru,"choku, ho"
剥,5,10,"come off, peel, fade, discolor","へ.ぐ, へず.る, む.く, む.ける, は.がれる, は.ぐ, は.げる, は.がす","ハク, ホク",刀,knife,"he.gu, hezu.ru, mu.ku, mu.keru, ha.gareru, ha.gu, ha.geru, ha.gasu","haku, hoku"
薄,4,16,"dilute, thin, weak (tea), pampas grass","うす.い, うす-, -うす, うす.める, うす.まる, うす.らぐ, うす.ら-, うす.れる, すすき",ハク,艸,grass,"usu.i, usu-, -usu, usu.meru, usu.maru, usu.ragu, usu.ra-, usu.reru, susuki",haku
弱,8,10,"weak, frail","よわ.い, よわ.る, よわ.まる, よわ.める",ジャク,弓,bow,"yowa.i, yowa.ru, yowa.maru, yowa.meru",jaku
状,5,7,"status quo, conditions, circumstances, form, appearance",None,ジョウ,犬,dog,None,jou
漠,2,13,"vague, obscure, desert, wide",None,バク,水,water,None,baku
暴,6,15,"outburst, rave, fret, force, violence, cruelty, outrage","あば.く, あば.れる","ボウ, バク",日,sun,"aba.ku, aba.reru","bou, baku"
遣,6,13,"dispatch, despatch, send, give, donate, do, undertake","つか.う, -つか.い, -づか.い, つか.わす, や.る",ケン,辵,walk,"tsuka.u, -tsuka.i, -zuka.i, tsuka.wasu, ya.ru",ken
恥,4,10,"shame, dishonor","は.じる, はじ, は.じらう, は.ずかしい",チ,心,heart,"ha.jiru, haji, ha.jirau, ha.zukashii",chi
叩,2,5,"strike, beat, kow tow, hit, thrash, criticize","たた.く, はた.く, すぎ",コウ,口,mouth,"tata.ku, hata.ku, sugi",kou
裸,2,13,"naked, nude, uncovered, partially clothed",はだか,ラ,衣,clothes,hadaka,ra
蜂,1,13,"bee, wasp, hornet",はち,ホウ,虫,insect,hachi,hou
蜜,1,14,"honey, nectar, molasses",None,"ミツ, ビツ",虫,insect,None,"mitsu, bitsu"
芽,2,8,"bud, sprout, spear, germ",め,ガ,艸,grass,me,ga
躾,2,16,"training, (kokuji)","しつ.ける, しつけ",None,身,body,"shitsu.keru, shitsuke",None
践,1,13,"tread, step on, trample, practice, carry through",ふ.む,セン,足,foot,fu.mu,sen
嫉,1,13,"jealous, envy","そね.む, ねた.む, にく.む",シツ,女,woman,"sone.mu, neta.mu, niku.mu",shitsu
摘,2,14,"pinch, pick, pluck, trim, clip, summarize",つ.む,テキ,手,hand,tsu.mu,teki
淑,1,11,"graceful, gentle, pure",しと.やか,シュク,水,water,shito.yaka,shuku
萎,2,11,"wither, droop, lame","な, しお.れる, しな.びる, しぼ.む, な.える",イ,艸,grass,"na, shio.reru, shina.biru, shibo.mu, na.eru",i
屎,1,9,"shit, excrement",くそ,"シ, キ",尸,corpse,kuso,"shi, ki"
凌,1,10,"endure, keep (rain)out, stave off, tide over, defy, slight, surpass",しの.ぐ,リョウ,冫,ice,shino.gu,ryou
芝,3,6,"turf, lawn",しば,シ,艸,grass,shiba,shi
始,12,8,"commence, begin","はじ.める, -はじ.める, はじ.まる",シ,女,woman,"haji.meru, -haji.meru, haji.maru",shi
耳,3,6,ear,みみ,ジ,耳,ear,mimi,ji
鼻,2,14,"nose, snout",はな,ビ,鼻,nose,hana,bi
私,7,7,"private, I, me","わたくし, わたし",シ,禾,grain,"watakushi, watashi",shi
野,9,11,"plains, field, rustic, civilian life","の, の-","ヤ, ショ",里,village,"no, no-","ya, sho"
社,13,7,"company, firm, office, association, shrine",やしろ,シャ,示,sign,yashiro,sha
若,3,8,"young, if, perhaps, possibly, low number, immature","わか.い, わか-, も.しくわ, も.し, も.しくは, ごと.し","ジャク, ニャク, ニャ",艸,grass,"waka.i, waka-, mo.shikuwa, mo.shi, mo.shikuha, goto.shi","jaku, nyaku, nya"
三,7,3,three,"み, み.つ, みっ.つ","サン, ゾウ",一,one,"mi, mi.tsu, mi.tsu","san, zou"
砂,4,9,sand,すな,"サ, シャ",石,stone,suna,"sa, sha"
洒,3,9,"wash, sprinkle","すす.ぐ, あら.う","シャ, ソン, サイ, セン, セイ",水,water,"susu.gu, ara.u","sha, son, sai, sen, sei"
宗,2,8,"religion, sect, denomination, main point, origin, essence",むね,"シュウ, ソウ",宀,roof,mune,"shuu, sou"
益,3,10,"benefit, gain, profit, advantage",ま.す,"エキ, ヤク",皿,dish,ma.su,"eki, yaku"
周,5,8,"circumference, circuit, lap",まわ.り,シュウ,口,mouth,mawa.ri,shuu
就,4,12,"concerning, settle, take position, depart, study, per","つ.く, つ.ける","シュウ, ジュ",尢,lame,"tsu.ku, tsu.keru","shuu, ju"
従,6,10,"accompany, obey, submit to, comply, follow, secondary, incidental, subordinate","したが.う, したが.える, より","ジュウ, ショウ, ジュ",彳,step,"shitaga.u, shitaga.eru, yori","juu, shou, ju"
終,9,11,"end, finish","お.わる, -お.わる, おわ.る, お.える, つい, つい.に",シュウ,糸,silk,"o.waru, -o.waru, owa.ru, o.eru, tsui, tsui.ni",shuu
充,3,6,"allot, fill","あ.てる, み.たす",ジュウ,儿,legs,"a.teru, mi.tasu",juu
十,8,2,ten,"とお, と, そ","ジュウ, ジッ, ジュッ",十,ten,"too, to, so","juu, ji, ju"
執,3,11,"tenacious, take hold, grasp, take to heart",と.る,"シツ, シュウ",土,earth,to.ru,"shitsu, shuu"
柔,3,9,"tender, weakness, gentleness, softness","やわ.らか, やわ.らかい, やわ, やわ.ら","ジュウ, ニュウ",木,tree,"yawa.raka, yawa.rakai, yawa, yawa.ra","juu, nyuu"
軟,2,11,soft,"やわ.らか, やわ.らかい",ナン,車,cart,"yawa.raka, yawa.rakai",nan
塾,1,14,"cram school, private school",None,ジュク,土,earth,None,juku
祝,5,9,"celebrate, congratulate",いわ.う,"シュク, シュウ",示,sign,iwa.u,"shuku, shuu"
宿,6,11,"inn, lodging, relay station, dwell, lodge, be pregnant, home, dwelling","やど, やど.る, やど.す",シュク,宀,roof,"yado, yado.ru, yado.su",shuku
旨,2,6,"delicious, relish, show a liking for, purport, will, clever, expert","むね, うま.い",シ,日,sun,"mune, uma.i",shi
昼,8,9,"daytime, noon",ひる,チュウ,日,sun,hiru,chuu
飯,7,12,"meal, boiled rice",めし,ハン,食,eat,meshi,han
疲,3,10,"exhausted, tire, weary","つか.れる, -づか.れ, つか.らす",ヒ,疒,sickness,"tsuka.reru, -zuka.re, tsuka.rasu",hi
敏,1,10,"cleverness, agile, alert",さとい,ビン,攴,rap,satoi,bin
貧,4,11,"poverty, poor",まず.しい,"ヒン, ビン",貝,shell,mazu.shii,"hin, bin"
困,3,7,"quandary, become distressed, annoyed",こま.る,コン,囗,enclosure,koma.ru,kon
頻,1,17,"repeatedly, recur",しき.りに,ヒン,頁,leaf,shiki.rini,hin
繁,4,16,"luxuriant, thick, overgrown, frequency, complexity, trouble","しげ.る, しげ.く",ハン,糸,silk,"shige.ru, shige.ku",han
不,34,4,"negative, non-, bad, ugly, clumsy",None,"フ, ブ",一,one,None,"fu, bu"
鎖,3,18,"chain, irons, connection","くさり, とざ.す",サ,金,metal,"kusari, toza.su",sa
車,19,7,car,くるま,シャ,車,cart,kuruma,sha
俗,2,9,"vulgar, customs, manners, worldliness, mundane things",None,ゾク,人,man,None,zoku
可,10,5,"can, passable, approval","-べ.き, -べ.し","カ, コク",口,mouth,"-be.ki, -be.shi","ka, koku"
吉,1,6,"good luck, joy, congratulations",よし,"キチ, キツ",口,mouth,yoshi,"kichi, kitsu"
巾,2,3,"towel, hanging scroll, width, cloth radical (no. 50)","おお.い, ちきり, きれ","キン, フク",巾,turban,"oo.i, chikiri, kire","kin, fuku"
福,3,13,"blessing, fortune, luck, wealth",None,フク,示,sign,None,fuku
祉,1,8,"welfare, happiness",None,シ,示,sign,None,shi
膨,5,16,"swell, get fat, thick","ふく.らむ, ふく.れる",ボウ,肉,meat,"fuku.ramu, fuku.reru",bou
耽,1,10,"addicted, absorbed in",ふけ.る,タン,耳,ear,fuke.ru,tan
豪,2,14,"overpowering, great, powerful, excelling, Australia",えら.い,ゴウ,豕,pig,era.i,gou
負,9,9,"defeat, negative, -, minus, bear, owe, assume a responsibility","ま.ける, ま.かす, お.う",フ,貝,shell,"ma.keru, ma.kasu, o.u",fu
債,1,13,"bond, loan, debt",None,サイ,人,man,None,sai
侮,1,8,"scorn, despise, make light of, contempt","あなど.る, あなず.る",ブ,人,man,"anado.ru, anazu.ru",bu
辱,1,10,"embarrass, humiliate, shame",はずかし.める,ジョク,辰,morning,hazukashi.meru,joku
武,4,8,"warrior, military, chivalry, arms","たけ, たけ.し","ブ, ム",止,stop,"take, take.shi","bu, mu"
復,6,12,"restore, return to, revert, resume",また,フク,彳,step,mata,fuku
仏,2,4,"Buddha, the dead, France",ほとけ,"ブツ, フツ",人,man,hotoke,"butsu, futsu"
沸,3,8,"seethe, boil, ferment, uproar, breed","わ.く, わ.かす",フツ,水,water,"wa.ku, wa.kasu",futsu
騰,1,20,"leaping up, jumping up, rising, advancing, going","あが.る, のぼ.る",トウ,馬,horse,"aga.ru, nobo.ru",tou
腐,2,14,"rot, decay, sour","くさ.る, -くさ.る, くさ.れる, くさ.れ, くさ.らす, くさ.す",フ,肉,meat,"kusa.ru, -kusa.ru, kusa.reru, kusa.re, kusa.rasu, kusa.su",fu
普,4,12,"universal, wide(ly), generally, Prussia","あまね.く, あまねし",フ,日,sun,"amane.ku, amaneshi",fu
遍,2,12,"everywhere, times, widely, generally",あまね.く,ヘン,辵,walk,amane.ku,hen
踏,4,15,"step, trample, carry through, appraise, evade payment","ふ.む, ふ.まえる",トウ,足,foot,"fu.mu, fu.maeru",tou
門,4,8,"gate, counter for cannons","かど, と",モン,門,gate,"kado, to",mon
扶,1,7,"aid, help, assist",たす.ける,フ,手,hand,tasu.keru,fu
養,8,15,"foster, bring up, rear, develop, nurture",やしな.う,"ヨウ, リョウ",食,eat,yashina.u,"you, ryou"
震,3,15,"quake, shake, tremble, quiver, shiver","ふる.う, ふる.える, ふる.わせる, ふる.わす",シン,雨,rain,"furu.u, furu.eru, furu.waseru, furu.wasu",shin
礼,5,5,"salute, bow, ceremony, thanks, remuneration",None,"レイ, ライ",示,sign,None,"rei, rai"
憤,1,15,"aroused, resent, be indignant, anger",いきどお.る,フン,心,heart,ikidoo.ru,fun
慨,1,13,"rue, be sad, sigh, lament",なげ.く,ガイ,心,heart,nage.ku,gai
紛,4,10,"distract, be mistaken for, go astray, divert","まぎ.れる, -まぎ.れ, まぎ.らす, まぎ.らわす, まぎ.らわしい",フン,糸,silk,"magi.reru, -magi.re, magi.rasu, magi.rawasu, magi.rawashii",fun
噴,3,15,"erupt, spout, emit, flush out",ふ.く,フン,口,mouth,fu.ku,fun
奮,2,16,"stirred up, be invigorated, flourish",ふる.う,フン,大,big,furu.u,fun
母,13,5,mother,"はは, も",ボ,毋,mother,"haha, mo",bo
離,4,19,"detach, separation, disjoin, digress","はな.れる, はな.す",リ,隹,small,"hana.reru, hana.su",ri
裂,4,12,"split, rend, tear","さ.く, さ.ける, -ぎ.れ",レツ,衣,clothes,"sa.ku, sa.keru, -gi.re",retsu
兵,3,7,"soldier, private, troops, army, warfare, strategy, tactics",つわもの,"ヘイ, ヒョウ",八,eight,tsuwamono,"hei, hyou"
閉,6,11,"closed, shut","と.じる, と.ざす, し.める, し.まる, た.てる",ヘイ,門,gate,"to.jiru, to.zasu, shi.meru, shi.maru, ta.teru",hei
平,17,5,"even, flat, peace","たい.ら, たい.らげる, ひら","ヘイ, ビョウ, ヒョウ",干,pestle,"tai.ra, tai.rageru, hira","hei, byou, hyou"
辟,1,13,"false, punish, crime, law","きみ, ひら.く, め.す","ヘキ, ヒ",辛,bitter,"kimi, hira.ku, me.su","heki, hi"
偏,1,11,"partial, side, left-side radical, inclining, biased",かたよ.る,ヘン,人,man,katayo.ru,hen
遷,1,15,"transition, move, change","うつ.る, うつ.す, みやこがえ",セン,辵,walk,"utsu.ru, utsu.su, miyakogae",sen
答,7,12,"solution, answer","こた.える, こた.え",トウ,竹,bamboo,"kota.eru, kota.e",tou
穂,1,15,"ear, ear (grain), head, crest (wave)",ほ,スイ,禾,grain,ho,sui
妨,2,7,"disturb, prevent, hamper, obstruct",さまた.げる,ボウ,女,woman,samata.geru,bou
豊,3,13,"bountiful, excellent, rich","ゆた.か, とよ","ホウ, ブ",豆,bean,"yuta.ka, toyo","hou, bu"
射,7,10,"shoot, shine into, onto, archery","い.る, さ.す, う.つ",シャ,寸,thumb,"i.ru, sa.su, u.tsu",sha
報,9,12,"report, news, reward, retribution",むく.いる,ホウ,土,earth,muku.iru,hou
酬,1,13,"repay, reward, retribution",むく.いる,"シュウ, シュ, トウ",酉,wine,muku.iru,"shuu, shu, tou"
紡,1,10,spinning,つむ.ぐ,ボウ,糸,silk,tsumu.gu,bou
廷,1,7,"courts, imperial court, government office",None,テイ,廴,long,None,tei
冒,2,9,"risk, face, defy, dare, damage, assume (a name)",おか.す,ボウ,冂,open,oka.su,bou
褒,2,15,"praise, extol",ほ.める,ホウ,衣,clothes,ho.meru,hou
葬,2,12,"interment, bury, shelve",ほうむ.る,ソウ,艸,grass,houmu.ru,sou
飽,3,13,"sated, tired of, bored, satiate","あ.きる, あ.かす, あ.く",ホウ,食,eat,"a.kiru, a.kasu, a.ku",hou
捕,8,10,"catch, capture","と.らえる, と.らわれる, と.る, とら.える, とら.われる, つか.まえる, つか.まる",ホ,手,hand,"to.raeru, to.rawareru, to.ru, tora.eru, tora.wareru, tsuka.maeru, tsuka.maru",ho
管,5,14,"pipe, tube, wind instrument, drunken talk, control, jurisdiction",くだ,カン,竹,bamboo,kuda,kan
補,8,12,"supplement, supply, make good, offset, compensate, assistant, learner",おぎな.う,ホ,衣,clothes,ogina.u,ho
牧,4,8,"breed, care for, shepherd, feed, pasture",まき,ボク,牛,cow,maki,boku
師,5,10,"expert, teacher, master, model, exemplar, army (incl. counter), war",いくさ,シ,巾,turban,ikusa,shi
鯨,1,19,whale,くじら,ゲイ,魚,fish,kujira,gei
惚,1,11,"fall in love with, admire, grow senile","ほけ.る, ぼ.ける, ほ.れる",コツ,心,heart,"hoke.ru, bo.keru, ho.reru",kotsu
険,4,11,"precipitous, inaccessible place, impregnable position, steep place, sharp eyes",けわ.しい,ケン,dam,mound,kewa.shii,ken
綻,1,14,"be rent, ripped, unravel, run, begin to open, smile",ほころ.びる,タン,糸,silk,hokoro.biru,tan
舗,1,15,"shop, store, pave",None,ホ,人,man,None,ho
墓,2,13,"grave, tomb",はか,ボ,土,earth,haka,bo
虜,1,13,"captive, barbarian, low epithet for the enemy","とりこ, とりく","リョ, ロ",虍,tiger,"toriko, toriku","ryo, ro"
館,9,16,"building, mansion, large building, palace","やかた, たて",カン,食,eat,"yakata, tate",kan
舞,6,15,"dance, flit, circle, wheel","ま.う, -ま.う, まい",ブ,舛,opposite,"ma.u, -ma.u, mai",bu
賄,1,13,"bribe, board, supply, finance",まかな.う,ワイ,貝,shell,makana.u,wai
酔,3,11,"drunk, feel sick, poisoned, elated, spellbound","よ.う, よ.い, よ",スイ,酉,wine,"yo.u, yo.i, yo",sui
二,7,2,"two, two radical (no. 7)","ふた, ふた.つ, ふたたび","ニ, ジ",二,two,"futa, futa.tsu, futatabi","ni, ji"
纏,2,21,"wear, wrap, tie, follow around, collect","まつ.わる, まと.う, まと.める, まと.まる, まと.い","テン, デン",糸,silk,"matsu.waru, mato.u, mato.meru, mato.maru, mato.i","ten, den"
免,5,8,"excuse, dismissal","まぬか.れる, まぬが.れる",メン,儿,legs,"manuka.reru, manuga.reru",men
招,3,8,"beckon, invite, summon, engage",まね.く,ショウ,手,hand,mane.ku,shou
瞬,3,18,"wink, blink, twinkle","またた.く, まじろ.ぐ",シュン,目,eye,"matata.ku, majiro.gu",shun
痺,1,13,"palsy, become numb, paralysed",しび.れる,ヒ,疒,sickness,shibi.reru,hi
眉,1,9,eyebrow,まゆ,"ビ, ミ",目,eye,mayu,"bi, mi"
鞠,1,17,ball,まり,"キク, キュウ",革,leather,mari,"kiku, kyuu"
丸,7,3,"round, full (month), perfection, -ship, pills, make round, roll up, curl up, seduce, explain away","まる, まる.める, まる.い",ガン,丶,dot,"maru, maru.meru, maru.i",gan
苦,12,8,"suffering, trial, worry, hardship, feel bitter, scowl","くる.しい, -ぐる.しい, くる.しむ, くる.しめる, にが.い, にが.る",ク,艸,grass,"kuru.shii, -guru.shii, kuru.shimu, kuru.shimeru, niga.i, niga.ru",ku
峰,1,10,"summit, peak","みね, ね",ホウ,山,mountain,"mine, ne",hou
婿,1,12,"bridegroom, son-in-law",むこ,セイ,女,woman,muko,sei
邪,4,8,"wicked, injustice, wrong",よこし.ま,ジャ,town,town,yokoshi.ma,ja
闇,2,17,"get dark, gloom, disorder","やみ, くら.い","アン, オン",門,gate,"yami, kura.i","an, on"
斑,1,12,"spot, blemish, speck, patches","ふ, まだら",ハン,文,script,"fu, madara",han
簿,1,19,"register, record book",None,ボ,竹,bamboo,None,bo
誉,1,13,"reputation, praise, honor, glory","ほま.れ, ほ.める",ヨ,言,speech,"homa.re, ho.meru",yo
瞭,1,17,clear,あきらか,リョウ,目,eye,akiraka,ryou
恵,5,10,"favor, blessing, grace, kindness","めぐ.む, めぐ.み","ケイ, エ",心,heart,"megu.mu, megu.mi","kei, e"
召,2,5,"seduce, call, send for, wear, put on, ride in, buy, eat, drink, catch (cold)",め.す,ショウ,口,mouth,me.su,shou
雌,1,14,"feminine, female","め-, めす, めん",シ,隹,small,"me-, mesu, men",shi
申,12,5,"have the honor to, sign of the monkey, 3-5PM, ninth sign of Chinese zodiac","もう.す, もう.し-, さる",シン,田,field,"mou.su, mou.shi-, saru",shin
盲,1,8,"blind, blind man, ignoramus",めくら,モウ,目,eye,mekura,mou
猛,1,11,"fierce, rave, rush, become furious, wildness, strength",None,モウ,犬,dog,None,mou
倣,2,10,"emulate, imitate",なら.う,ホウ,人,man,nara.u,hou
股,2,8,"thigh, crotch","また, もも",コ,肉,meat,"mata, momo",ko
腿,1,13,"thigh, femur",もも,タイ,肉,meat,momo,tai
漏,3,14,"leak, escape, time","も.る, も.れる, も.らす",ロウ,水,water,"mo.ru, mo.reru, mo.rasu",rou
脆,1,10,"brittle, fragile, easy to beat, sentimental, susceptible","もろ.い, よわい","ゼイ, セイ, セツ",肉,meat,"moro.i, yowai","zei, sei, setsu"
